Wavelength [nm],Rd [-],Tt [-]
549.072,0.20967,0.24404
549.522,0.21038,0.24519
549.972,0.21154,0.24635
550.422,0.21231,0.24767
550.872,0.21282,0.24772
551.322,0.21488,0.24833
551.772,0.21551,0.24941
552.222,0.21675,0.25045
552.671,0.21646,0.25092
553.121,0.21806,0.25172
553.571,0.21849,0.25254
554.021,0.21841,0.25375
554.471,0.22049,0.25488
554.92,0.22026,0.25513
555.37,0.22083,0.25599
555.82,0.22174,0.25686
556.269,0.22159,0.25676
556.719,0.22293,0.25724
557.168,0.22348,0.25796
557.618,0.22221,0.25821
558.068,0.22328,0.25872
558.517,0.22236,0.25827
558.967,0.2239,0.25861
559.416,0.22283,0.25905
559.865,0.22269,0.25915
560.315,0.22214,0.25978
560.764,0.22259,0.26006
561.213,0.22185,0.26014
561.663,0.22113,0.25932
562.112,0.22116,0.26007
562.561,0.22085,0.25979
563.011,0.21968,0.25933
563.46,0.21955,0.25914
563.909,0.21815,0.25862
564.358,0.21734,0.25852
564.807,0.21739,0.2582
565.256,0.21523,0.25765
565.705,0.21505,0.25726
566.154,0.21356,0.2565
566.603,0.21152,0.25594
567.052,0.21149,0.25566
567.501,0.20892,0.25491
567.95,0.20848,0.25363
568.399,0.20701,0.25309
568.848,0.20552,0.25224
569.297,0.20441,0.25128
569.746,0.20282,0.25072
570.195,0.20152,0.25017
570.643,0.20017,0.24947
571.092,0.19867,0.24878
571.541,0.19698,0.24795
571.989,0.19691,0.24739
572.438,0.19508,0.24668
572.887,0.19408,0.24617
573.335,0.19322,0.24591
573.784,0.19295,0.24556
574.232,0.19193,0.24554
574.681,0.19169,0.24523
575.129,0.19115,0.24493
575.578,0.19109,0.24603
576.026,0.19191,0.24579
576.475,0.19176,0.24636
576.923,0.1926,0.2467
577.372,0.19301,0.24819
577.82,0.19438,0.24879
578.268,0.19502,0.25097
578.716,0.19634,0.2516
579.165,0.19793,0.2526
579.613,0.20031,0.25432
580.061,0.20238,0.25541
580.509,0.20457,0.25807
580.957,0.20667,0.25958
581.406,0.20883,0.26154
581.854,0.21204,0.26384
582.302,0.21437,0.26597
582.75,0.21678,0.26735
583.198,0.219,0.27077
583.646,0.2222,0.27286
584.094,0.22486,0.27478
584.542,0.22857,0.27644
584.99,0.23056,0.27888
585.437,0.23369,0.28099
585.885,0.23661,0.28347
586.333,0.23933,0.2851
586.781,0.24178,0.2876
587.229,0.24356,0.28982
587.676,0.2474,0.2922
588.124,0.24842,0.29338
588.572,0.2508,0.29508
589.019,0.25405,0.29727
589.467,0.25571,0.29813
589.915,0.25644,0.30018
590.362,0.26009,0.30129
590.81,0.26098,0.30262
591.257,0.2625,0.30362
591.705,0.26393,0.30465
592.152,0.26506,0.30676
592.6,0.26672,0.30792
593.047,0.26832,0.30828
593.494,0.26913,0.3094
593.942,0.2702,0.31025
594.389,0.27165,0.31141
594.836,0.27166,0.31242
595.284,0.27273,0.31377
595.731,0.27345,0.31453
596.178,0.27412,0.31505
596.625,0.27568,0.31484
597.072,0.27561,0.31609
597.52,0.27605,0.31616
597.967,0.27668,0.31776
598.414,0.27702,0.31817
598.861,0.27761,0.31857
599.308,0.27831,0.31925
599.755,0.27849,0.3196
600.202,0.27889,0.31989
600.649,0.27944,0.31973
601.096,0.27959,0.32083
601.543,0.27872,0.32133
601.989,0.27915,0.32059
602.436,0.28008,0.32152
602.883,0.28013,0.32257
603.33,0.28011,0.32229
603.777,0.28063,0.32301
604.223,0.28101,0.32335
604.67,0.28098,0.32434
605.117,0.28091,0.32427
605.563,0.28118,0.32465
606.01,0.28175,0.32432
606.456,0.28186,0.32506
606.903,0.28084,0.32582
607.35,0.28172,0.32576
607.796,0.28133,0.32665
608.243,0.28102,0.32669
608.689,0.28209,0.32598
609.135,0.28141,0.32685
609.582,0.28213,0.32724
610.028,0.28204,0.32691
610.474,0.28169,0.3274
610.921,0.28236,0.32814
611.367,0.28234,0.32756
611.813,0.28201,0.3287
612.26,0.28232,0.32873
612.706,0.28162,0.32874
613.152,0.28093,0.32946
613.598,0.28158,0.32901
614.044,0.2807,0.32919
614.49,0.28167,0.32898
614.936,0.28234,0.33001
615.382,0.28192,0.33099
615.828,0.28125,0.32987
616.274,0.28159,0.33129
616.72,0.28043,0.33088
617.166,0.28113,0.33128
617.612,0.28119,0.3308
618.058,0.28172,0.3317
618.504,0.28162,0.33242
618.95,0.28184,0.33275
619.395,0.2808,0.33199
619.841,0.28159,0.33188
620.287,0.2812,0.33248
620.733,0.28253,0.33256
621.178,0.28105,0.33218
621.624,0.28074,0.33388
622.069,0.28035,0.33337
622.515,0.28181,0.33339
622.961,0.2806,0.33354
623.406,0.28099,0.3338
623.852,0.28105,0.33432
624.297,0.28014,0.33469
624.743,0.27952,0.33424
625.188,0.28041,0.33544
625.633,0.28092,0.33487
626.079,0.27986,0.33556
626.524,0.27989,0.33548
626.969,0.28019,0.3357
627.415,0.28016,0.3359
627.86,0.28038,0.33631
628.305,0.27933,0.33547
628.75,0.2797,0.33597
629.196,0.28062,0.33703
629.641,0.27993,0.33691
630.086,0.28057,0.33654
630.531,0.27928,0.33787
630.976,0.28028,0.33732
631.421,0.27977,0.33831
631.866,0.27987,0.33817
632.311,0.27976,0.33847
632.756,0.27938,0.33839
633.201,0.27936,0.33781
633.646,0.27868,0.33872
634.091,0.27957,0.33929
634.535,0.27944,0.33853
634.98,0.27905,0.33915
635.425,0.27923,0.34051
635.87,0.27861,0.33988
636.314,0.27917,0.34023
636.759,0.27985,0.33964
637.204,0.27942,0.3404
637.648,0.27933,0.3409
638.093,0.2792,0.34062
638.538,0.27908,0.34107
638.982,0.27922,0.34132
639.427,0.27824,0.34192
639.871,0.27838,0.34125
640.316,0.27885,0.3421
640.76,0.27909,0.34209
641.205,0.27906,0.34265
641.649,0.27923,0.34288
642.093,0.27875,0.34246
642.538,0.27794,0.34319
642.982,0.27782,0.34329
643.426,0.2784,0.34337
643.87,0.27851,0.34331
644.315,0.2794,0.34412
644.759,0.27915,0.34483
645.203,0.2777,0.34432
645.647,0.27908,0.3449
646.091,0.27853,0.34454
646.535,0.27858,0.3453
646.979,0.27867,0.3451
647.423,0.27862,0.34523
647.867,0.27833,0.34603
648.311,0.27795,0.3453
648.755,0.27797,0.34645
649.199,0.27875,0.34611
649.643,0.27858,0.34706
650.087,0.2773,0.34663
650.531,0.27782,0.34703
650.975,0.27828,0.34799
651.418,0.27767,0.3474
651.862,0.27762,0.34852
652.306,0.27779,0.34791
652.75,0.27818,0.34818
653.193,0.27783,0.3485
653.637,0.278,0.3488
654.08,0.27777,0.34819
654.524,0.27784,0.34834
654.968,0.27816,0.34966
655.411,0.27781,0.3496
655.855,0.27742,0.34968
656.298,0.27714,0.35037
656.741,0.27823,0.3501
657.185,0.27734,0.35073
657.628,0.27705,0.34996
658.072,0.27673,0.35098
658.515,0.27666,0.351
658.958,0.27715,0.35088
659.401,0.27682,0.35158
659.845,0.27671,0.35185
660.288,0.27698,0.35196
660.731,0.27574,0.35194
661.174,0.27676,0.35214
661.617,0.27624,0.35236
662.06,0.27679,0.35368
662.504,0.27753,0.3533
662.947,0.27609,0.35375
663.39,0.27613,0.35397
663.833,0.27559,0.35381
664.276,0.2764,0.35542
664.718,0.27595,0.35449
665.161,0.27618,0.35499
665.604,0.27602,0.35467
666.047,0.27574,0.35521
666.49,0.27531,0.35579
666.933,0.27617,0.35512
667.375,0.27544,0.35609
667.818,0.27586,0.35617
668.261,0.27574,0.35669
668.703,0.27614,0.35635
669.146,0.27534,0.35688
669.589,0.2755,0.35773
670.031,0.27528,0.35847
670.474,0.27556,0.35749
670.916,0.27551,0.3588
671.359,0.27433,0.3592
671.801,0.27525,0.35876
672.244,0.27513,0.35891
672.686,0.27461,0.35955
673.129,0.27513,0.36044
673.571,0.27508,0.36001
674.013,0.27474,0.36121
674.456,0.27447,0.36088
674.898,0.27467,0.36189
675.34,0.27352,0.36103
675.782,0.27401,0.36245
676.224,0.27418,0.36173
676.667,0.27372,0.36312
677.109,0.27403,0.3628
677.551,0.27332,0.36316
677.993,0.27343,0.36309
678.435,0.27507,0.36525
678.877,0.27387,0.36486
679.319,0.27431,0.36424
679.761,0.27392,0.36539
680.203,0.27381,0.36559
680.645,0.27402,0.36505
681.087,0.27383,0.36557
681.529,0.27339,0.36575
681.97,0.27365,0.36713
682.412,0.27411,0.36659
682.854,0.27426,0.36736
683.296,0.27306,0.36731
683.737,0.27257,0.36771
684.179,0.27268,0.36806
684.621,0.27404,0.36828
685.062,0.27302,0.36924
685.504,0.2733,0.3691
685.945,0.27331,0.37001
686.387,0.27347,0.36964
686.828,0.27266,0.37076
687.27,0.27311,0.37057
687.711,0.27308,0.37075
688.153,0.27235,0.371
688.594,0.27181,0.3714
689.035,0.27203,0.37212
689.477,0.27303,0.37273
689.918,0.27216,0.37333
690.359,0.27244,0.37412
690.801,0.27199,0.37238
691.242,0.27187,0.37387
691.683,0.27255,0.37456
692.124,0.27269,0.37475
692.565,0.27203,0.37467
693.006,0.2721,0.37506
693.447,0.2715,0.37468
693.889,0.27265,0.37625
694.33,0.27161,0.37744
694.771,0.27181,0.37678
695.211,0.27134,0.37678
695.652,0.27095,0.37758
696.093,0.27174,0.37808
696.534,0.27156,0.3792
696.975,0.27023,0.37892
697.416,0.27077,0.37889
697.857,0.27146,0.3797
698.297,0.27124,0.38025
698.738,0.27168,0.37931
699.179,0.27104,0.38066
699.619,0.27065,0.38145
400.047,0.10121,0.07359
400.506,0.09787,0.07247
400.964,0.09279,0.07098
401.423,0.09181,0.0693
401.881,0.09127,0.06877
402.34,0.08772,0.06713
402.798,0.08977,0.06611
403.256,0.08807,0.06432
403.715,0.08326,0.06394
404.173,0.08372,0.06249
404.631,0.08277,0.06046
405.09,0.08174,0.06096
405.548,0.08021,0.05955
406.006,0.078,0.0584
406.464,0.07733,0.05832
406.923,0.07584,0.05679
407.381,0.07547,0.05566
407.839,0.07683,0.05601
408.297,0.07358,0.05419
408.755,0.07409,0.05507
409.213,0.07388,0.05413
409.671,0.07218,0.05497
410.129,0.0724,0.05258
410.587,0.07245,0.05385
411.045,0.07135,0.05293
411.503,0.07051,0.05357
411.961,0.07137,0.05344
412.419,0.07216,0.05319
412.876,0.07072,0.05281
413.334,0.07051,0.05304
413.792,0.07094,0.0527
414.25,0.06974,0.05409
414.708,0.07127,0.05427
415.165,0.07257,0.05457
415.623,0.0713,0.05557
416.081,0.0721,0.0562
416.538,0.07373,0.05716
416.996,0.07358,0.05763
417.454,0.07363,0.05897
417.911,0.07449,0.05979
418.369,0.07477,0.061
418.826,0.07485,0.062
419.284,0.0772,0.0625
419.741,0.07875,0.06455
420.199,0.08005,0.06641
420.656,0.08122,0.06784
421.113,0.08098,0.07028
421.571,0.08509,0.07126
422.028,0.08573,0.07346
422.485,0.08809,0.0748
422.943,0.08861,0.07709
423.4,0.09091,0.07996
423.857,0.0933,0.08093
424.314,0.09503,0.08437
424.772,0.09731,0.08488
425.229,0.09913,0.08765
425.686,0.10227,0.09046
426.143,0.1039,0.09293
426.6,0.10571,0.09475
427.057,0.10884,0.09772
427.514,0.11084,0.09889
427.971,0.11385,0.10257
428.428,0.11606,0.1048
428.885,0.11856,0.1068
429.342,0.12019,0.10906
429.799,0.12251,0.11119
430.256,0.12623,0.11306
430.713,0.12736,0.11622
431.17,0.13237,0.11848
431.627,0.13281,0.1207
432.083,0.13685,0.12382
432.54,0.13889,0.1255
432.997,0.14226,0.12883
433.454,0.14386,0.131
433.91,0.14792,0.13277
434.367,0.15224,0.13551
434.824,0.15382,0.13891
435.28,0.15692,0.14094
435.737,0.15959,0.14362
436.193,0.1629,0.14548
436.65,0.16555,0.14839
437.106,0.16879,0.15065
437.563,0.17009,0.15277
438.019,0.17323,0.15485
438.476,0.17608,0.15749
438.932,0.17828,0.15932
439.388,0.18244,0.16192
439.845,0.18537,0.16363
440.301,0.18706,0.16662
440.757,0.18981,0.16799
441.214,0.19347,0.1703
441.67,0.19762,0.17275
442.126,0.19882,0.17478
442.582,0.20071,0.17613
443.039,0.2023,0.17829
443.495,0.20559,0.18025
443.951,0.20855,0.18131
444.407,0.2111,0.18437
444.863,0.21247,0.18516
445.319,0.21424,0.1873
445.775,0.2177,0.18858
446.231,0.21834,0.1905
446.687,0.22146,0.19259
447.143,0.22298,0.19445
447.599,0.22501,0.19605
448.055,0.22718,0.19709
448.511,0.22981,0.19844
448.967,0.23053,0.20029
449.422,0.23224,0.20151
449.878,0.23302,0.20213
450.334,0.23424,0.20382
450.79,0.23663,0.20453
451.245,0.2378,0.20634
451.701,0.23899,0.20751
452.157,0.24039,0.20814
452.612,0.24176,0.20963
453.068,0.24258,0.21112
453.524,0.24373,0.21275
453.979,0.24561,0.21273
454.435,0.24625,0.21466
454.89,0.24813,0.21543
455.346,0.24904,0.21626
455.801,0.2504,0.21746
456.257,0.25131,0.21928
456.712,0.25293,0.21984
457.168,0.25419,0.22082
457.623,0.25616,0.22205
458.078,0.25639,0.22309
458.534,0.25859,0.22355
458.989,0.25858,0.22464
459.444,0.25841,0.22556
459.899,0.2601,0.22663
460.354,0.25998,0.22726
460.81,0.2624,0.22957
461.265,0.26366,0.229
461.72,0.26323,0.22986
462.175,0.26461,0.23114
462.63,0.26517,0.23197
463.085,0.26631,0.23343
463.54,0.26718,0.2338
463.995,0.26705,0.23388
464.45,0.26875,0.23546
464.905,0.26958,0.23569
465.36,0.27046,0.2368
465.815,0.27026,0.23678
466.27,0.27183,0.23871
466.725,0.27232,0.23855
467.18,0.27347,0.23993
467.634,0.27384,0.24059
468.089,0.27323,0.2411
468.544,0.27395,0.24223
468.999,0.27495,0.24202
469.453,0.27536,0.24279
469.908,0.27492,0.24392
470.363,0.27649,0.24401
470.817,0.27757,0.24485
471.272,0.27757,0.24561
471.726,0.27714,0.24573
472.181,0.27891,0.24636
472.635,0.27907,0.24681
473.09,0.28036,0.24884
473.544,0.27947,0.24815
473.999,0.28094,0.24887
474.453,0.28078,0.24962
474.908,0.28164,0.25108
475.362,0.28208,0.2511
475.816,0.28229,0.25229
476.271,0.28253,0.25281
476.725,0.28308,0.25364
477.179,0.28386,0.25364
477.633,0.28347,0.25418
478.087,0.28462,0.25449
478.542,0.28428,0.2558
478.996,0.28474,0.25658
479.45,0.28549,0.2573
479.904,0.28617,0.25714
480.358,0.28612,0.2584
480.812,0.28587,0.25858
481.266,0.28647,0.25982
481.72,0.28625,0.2595
482.174,0.28725,0.2597
482.628,0.28753,0.26055
483.082,0.28766,0.2609
483.536,0.28817,0.261
483.99,0.28835,0.26197
484.444,0.28822,0.26302
484.897,0.28978,0.26265
485.351,0.28935,0.26265
485.805,0.28975,0.26361
486.259,0.28919,0.26432
486.712,0.29023,0.26416
487.166,0.29008,0.2654
487.62,0.29029,0.2659
488.073,0.29026,0.26605
488.527,0.29043,0.26652
488.981,0.29114,0.2668
489.434,0.29155,0.26736
489.888,0.29111,0.26869
490.341,0.29172,0.26812
490.795,0.29208,0.26909
491.248,0.29172,0.26888
491.701,0.29278,0.26975
492.155,0.29209,0.26923
492.608,0.29349,0.27067
493.062,0.29252,0.27082
493.515,0.29206,0.27091
493.968,0.29186,0.27182
494.421,0.29369,0.27171
494.875,0.29264,0.27251
495.328,0.29291,0.27274
495.781,0.29289,0.27331
496.234,0.29356,0.27334
496.687,0.29353,0.273
497.14,0.29345,0.27417
497.594,0.29321,0.27442
498.047,0.29308,0.275
498.5,0.29321,0.27521
498.953,0.29347,0.27655
499.406,0.29352,0.27618
499.859,0.2943,0.27714
500.311,0.29509,0.27676
500.764,0.2946,0.27718
501.217,0.29484,0.27762
501.67,0.29482,0.27764
502.123,0.29562,0.27886
502.576,0.29376,0.27833
503.028,0.29307,0.27953
503.481,0.29413,0.27967
503.934,0.29426,0.27929
504.387,0.29306,0.28025
504.839,0.29371,0.28085
505.292,0.29471,0.27978
505.745,0.29454,0.28186
506.197,0.29446,0.28054
506.65,0.29422,0.28146
507.102,0.29433,0.28138
507.555,0.29386,0.28215
508.007,0.29381,0.28201
508.46,0.29371,0.28213
508.912,0.29299,0.28197
509.364,0.29422,0.28299
509.817,0.29423,0.28277
510.269,0.29324,0.28263
510.721,0.29366,0.28288
511.174,0.29312,0.28324
511.626,0.29307,0.28395
512.078,0.29264,0.28375
512.531,0.29224,0.28326
512.983,0.29126,0.28354
513.435,0.29021,0.28353
513.887,0.28955,0.28344
514.339,0.28924,0.2841
514.791,0.28948,0.28368
515.243,0.28864,0.28371
515.695,0.28722,0.28409
516.147,0.28597,0.28289
516.599,0.28595,0.28362
517.051,0.28636,0.28262
517.503,0.28444,0.28279
517.955,0.28247,0.28241
518.407,0.28291,0.28199
518.859,0.28163,0.2819
519.311,0.28087,0.28144
519.762,0.27898,0.28063
520.214,0.27876,0.28049
520.666,0.27762,0.28065
521.118,0.27645,0.27923
521.569,0.27626,0.27858
522.021,0.27275,0.27908
522.473,0.27288,0.27785
522.924,0.27097,0.27706
523.376,0.27008,0.27715
523.827,0.26891,0.27651
524.279,0.26691,0.27514
524.73,0.2661,0.275
525.182,0.26379,0.2739
525.633,0.262,0.27406
526.085,0.26112,0.27291
526.536,0.26043,0.27262
526.987,0.25852,0.27186
527.439,0.2562,0.27072
527.89,0.25508,0.26992
528.341,0.25336,0.26924
528.793,0.25223,0.26866
529.244,0.25106,0.26793
529.695,0.24868,0.2672
530.146,0.24656,0.26616
530.597,0.24688,0.26621
531.049,0.24497,0.26518
531.5,0.24386,0.26545
531.951,0.24266,0.26426
532.402,0.24179,0.26391
532.853,0.2393,0.26321
533.304,0.23845,0.26294
533.755,0.23814,0.26225
534.206,0.23647,0.26216
534.657,0.23582,0.26175
535.108,0.23473,0.26132
535.558,0.23438,0.26066
536.009,0.23414,0.26015
536.46,0.23196,0.26073
536.911,0.23254,0.25984
537.362,0.231,0.26068
537.812,0.23077,0.26038
538.263,0.23023,0.26003
538.714,0.2302,0.25996
539.164,0.22973,0.26055
539.615,0.22981,0.26008
540.066,0.22955,0.26046
540.516,0.22929,0.26004
540.967,0.22895,0.26034
541.417,0.22932,0.26088
541.868,0.22965,0.26128
542.318,0.23004,0.26167
542.769,0.22949,0.26214
543.219,0.23036,0.26255
543.669,0.23127,0.26345
544.12,0.23169,0.26406
544.57,0.2321,0.26478
545.02,0.23163,0.2656
545.471,0.23358,0.26609
545.921,0.23373,0.26681
546.371,0.23466,0.26817
546.821,0.23571,0.26892
547.272,0.23609,0.26999
547.722,0.23786,0.2706
548.172,0.23843,0.2717
548.622,0.24032,0.27217
549.072,0.24051,0.27383
549.522,0.24163,0.27481
549.972,0.2432,0.27571
550.422,0.24388,0.27621
550.872,0.24403,0.277
551.322,0.24559,0.27841
551.772,0.24707,0.27922
552.222,0.24734,0.27956
552.671,0.24856,0.28057
553.121,0.24837,0.28201
553.571,0.24993,0.28262
554.021,0.25099,0.28367
554.471,0.25168,0.2839
554.92,0.25267,0.28481
555.37,0.25239,0.28522
555.82,0.25347,0.28556
556.269,0.25404,0.28695
556.719,0.25362,0.2868
557.168,0.25431,0.28732
557.618,0.25446,0.28836
558.068,0.2547,0.28735
558.517,0.25058,0.28527
558.967,0.25461,0.28895
559.416,0.25478,0.289
559.865,0.25495,0.28879
560.315,0.2545,0.28899
560.764,0.25398,0.28906
561.213,0.25304,0.28915
561.663,0.25317,0.28914
562.112,0.2533,0.28923
562.561,0.25189,0.28892
563.011,0.25124,0.28898
563.46,0.25025,0.28866
563.909,0.24974,0.28844
564.358,0.24818,0.28825
564.807,0.24843,0.28772
565.256,0.2471,0.28736
565.705,0.245,0.28683
566.154,0.24437,0.28563
566.603,0.24321,0.28525
567.052,0.2423,0.28456
567.501,0.24008,0.28427
567.95,0.23884,0.28345
568.399,0.23707,0.28251
568.848,0.23737,0.2822
569.297,0.23494,0.28116
569.746,0.23313,0.28018
570.195,0.23259,0.27938
570.643,0.23059,0.27811
571.092,0.22916,0.27782
571.541,0.22852,0.27728
571.989,0.22765,0.2765
572.438,0.22524,0.27686
572.887,0.2243,0.27606
573.335,0.22419,0.27552
573.784,0.22311,0.27535
574.232,0.22286,0.27505
574.681,0.22262,0.27477
575.129,0.22211,0.27473
575.578,0.22208,0.27486
576.026,0.22185,0.27561
576.475,0.22286,0.27624
576.923,0.22282,0.27644
577.372,0.22344,0.27708
577.82,0.22485,0.27801
578.268,0.22522,0.28025
578.716,0.22724,0.28073
579.165,0.22911,0.28164
579.613,0.231,0.28341
580.061,0.23269,0.2851
580.509,0.23421,0.28701
580.957,0.23708,0.28841
581.406,0.2399,0.29025
581.854,0.24167,0.29297
582.302,0.24528,0.29464
582.75,0.24791,0.297
583.198,0.25015,0.29841
583.646,0.25341,0.30105
584.094,0.25613,0.30357
584.542,0.25811,0.30586
584.99,0.2614,0.30752
585.437,0.26468,0.31035
585.885,0.26697,0.31293
586.333,0.26945,0.31419
586.781,0.2725,0.31641
587.229,0.2756,0.31946
587.676,0.27762,0.31999
588.124,0.28065,0.32197
588.572,0.28216,0.32419
589.019,0.28528,0.32537
589.467,0.286,0.32689
589.915,0.28807,0.32854
590.362,0.29046,0.32992
590.81,0.29157,0.33172
591.257,0.29315,0.33264
591.705,0.29481,0.33427
592.152,0.29671,0.33501
592.6,0.29706,0.33623
593.047,0.29902,0.33807
593.494,0.29972,0.33758
593.942,0.30099,0.33944
594.389,0.30128,0.34034
594.836,0.30217,0.34077
595.284,0.30415,0.34149
595.731,0.30379,0.34217
596.178,0.3053,0.34276
596.625,0.30582,0.34344
597.072,0.30489,0.34389
597.52,0.30671,0.34463
597.967,0.30715,0.34529
598.414,0.30662,0.34592
598.861,0.30824,0.34598
599.308,0.30792,0.34719
599.755,0.30779,0.34767
600.202,0.30916,0.34852
600.649,0.30831,0.34779
601.096,0.30913,0.34892
601.543,0.30918,0.34924
601.989,0.309,0.34925
602.436,0.31083,0.34973
602.883,0.3099,0.34967
603.33,0.31028,0.35065
603.777,0.31075,0.35089
604.223,0.3103,0.35153
604.67,0.31088,0.35203
605.117,0.31022,0.35204
605.563,0.31092,0.35248
606.01,0.31126,0.35306
606.456,0.31134,0.353
606.903,0.31086,0.35295
607.35,0.31133,0.35331
607.796,0.31086,0.35306
608.243,0.31145,0.35352
608.689,0.3114,0.35428
609.135,0.31151,0.35424
609.582,0.31097,0.35453
610.028,0.31116,0.35457
610.474,0.31076,0.35492
610.921,0.31174,0.35544
611.367,0.31054,0.35499
611.813,0.3117,0.35623
612.26,0.31149,0.35512
612.706,0.31142,0.35567
613.152,0.31155,0.35635
613.598,0.31126,0.35743
614.044,0.31077,0.35709
614.49,0.31171,0.35741
614.936,0.31146,0.35749
615.382,0.31111,0.35767
615.828,0.31161,0.35809
616.274,0.31081,0.35867
616.72,0.31058,0.35855
617.166,0.31056,0.35815
617.612,0.31086,0.35803
618.058,0.31047,0.35877
618.504,0.31138,0.35932
618.95,0.31053,0.35867
619.395,0.31053,0.35947
619.841,0.30953,0.35997
620.287,0.30979,0.35951
620.733,0.31009,0.36018
621.178,0.31004,0.35967
621.624,0.30987,0.36078
622.069,0.30981,0.36108
622.515,0.31066,0.36017
622.961,0.31035,0.36087
623.406,0.30946,0.36085
623.852,0.30919,0.36201
624.297,0.31032,0.36162
624.743,0.31011,0.36054
625.188,0.30904,0.36184
625.633,0.30924,0.36125
626.079,0.30886,0.36296
626.524,0.30922,0.36208
626.969,0.30883,0.36182
627.415,0.3091,0.3631
627.86,0.3085,0.36322
628.305,0.30886,0.36289
628.75,0.30862,0.36357
629.196,0.30845,0.36439
629.641,0.3089,0.36366
630.086,0.3085,0.36441
630.531,0.30901,0.36422
630.976,0.30838,0.36404
631.421,0.3078,0.36433
631.866,0.30846,0.36476
632.311,0.30861,0.36558
632.756,0.30807,0.36564
633.201,0.30839,0.36524
633.646,0.30811,0.36589
634.091,0.30871,0.36569
634.535,0.30906,0.36648
634.98,0.30764,0.3657
635.425,0.30855,0.36655
635.87,0.30839,0.36564
636.314,0.30689,0.36586
636.759,0.30854,0.36749
637.204,0.30739,0.3678
637.648,0.30788,0.36774
638.093,0.3073,0.36763
638.538,0.30709,0.36815
638.982,0.30809,0.36839
639.427,0.30743,0.3685
639.871,0.30758,0.36835
640.316,0.30728,0.36883
640.76,0.30688,0.369
641.205,0.30774,0.36906
641.649,0.30765,0.36892
642.093,0.30751,0.36964
642.538,0.30673,0.36993
642.982,0.30688,0.36966
643.426,0.30727,0.37032
643.87,0.30736,0.37113
644.315,0.30702,0.37074
644.759,0.308,0.37061
645.203,0.30704,0.37073
645.647,0.3065,0.37144
646.091,0.30745,0.37215
646.535,0.30608,0.37158
646.979,0.30664,0.37221
647.423,0.30628,0.37217
647.867,0.30678,0.37228
648.311,0.30694,0.37209
648.755,0.30619,0.37331
649.199,0.30627,0.37238
649.643,0.30644,0.37323
650.087,0.30686,0.37291
650.531,0.30703,0.37377
650.975,0.30699,0.37374
651.418,0.30528,0.37317
651.862,0.30578,0.37462
652.306,0.30538,0.37458
652.75,0.30651,0.37492
653.193,0.30622,0.37455
653.637,0.30526,0.37486
654.08,0.30651,0.37479
654.524,0.30474,0.37505
654.968,0.30556,0.37589
655.411,0.30532,0.37565
655.855,0.30617,0.37619
656.298,0.30637,0.37577
656.741,0.30615,0.37689
657.185,0.30569,0.37678
657.628,0.30585,0.37552
658.072,0.30488,0.37746
658.515,0.30484,0.37724
658.958,0.30588,0.37748
659.401,0.30492,0.37684
659.845,0.30489,0.37837
660.288,0.30632,0.37817
660.731,0.3054,0.3789
661.174,0.3053,0.37939
661.617,0.30578,0.37878
662.06,0.3051,0.37838
662.504,0.30491,0.37961
662.947,0.30548,0.37996
663.39,0.30536,0.37951
663.833,0.30451,0.37987
664.276,0.30424,0.38021
664.718,0.30427,0.3809
665.161,0.30468,0.38061
665.604,0.30544,0.38114
666.047,0.30406,0.38144
666.49,0.30487,0.38163
666.933,0.30391,0.38276
667.375,0.30403,0.38236
667.818,0.30493,0.38293
668.261,0.30434,0.38299
668.703,0.30343,0.3833
669.146,0.30228,0.38335
669.589,0.30309,0.38387
670.031,0.30299,0.38352
670.474,0.30362,0.3849
670.916,0.30322,0.38452
671.359,0.30342,0.38502
671.801,0.30217,0.38503
672.244,0.30221,0.38462
672.686,0.30271,0.38533
673.129,0.30342,0.38639
673.571,0.30173,0.38711
674.013,0.30257,0.38698
674.456,0.3028,0.3878
674.898,0.30213,0.38789
675.34,0.30207,0.38808
675.782,0.30249,0.38843
676.224,0.30242,0.38908
676.667,0.30272,0.38863
677.109,0.30123,0.38935
677.551,0.30206,0.38865
677.993,0.30256,0.38954
678.435,0.30136,0.38965
678.877,0.30171,0.39007
679.319,0.30204,0.39076
679.761,0.30117,0.39106
680.203,0.3011,0.39143
680.645,0.30077,0.39152
681.087,0.302,0.39221
681.529,0.3012,0.3931
681.97,0.30107,0.39275
682.412,0.30139,0.39408
682.854,0.30055,0.39356
683.296,0.30047,0.39344
683.737,0.30096,0.39412
684.179,0.30074,0.39508
684.621,0.30128,0.39477
685.062,0.30088,0.39593
685.504,0.29951,0.39606
685.945,0.30004,0.39599
686.387,0.30122,0.3962
686.828,0.30052,0.39591
687.27,0.30034,0.39739
687.711,0.30066,0.3988
688.153,0.29947,0.39815
688.594,0.29933,0.39895
689.035,0.30047,0.39892
689.477,0.29988,0.39968
689.918,0.29995,0.3987
690.359,0.29927,0.39949
690.801,0.30021,0.40055
691.242,0.29885,0.40129
691.683,0.29977,0.40056
692.124,0.29923,0.40135
692.565,0.2987,0.40218
693.006,0.29937,0.40135
693.447,0.29917,0.40247
693.889,0.29897,0.4031
694.33,0.29838,0.40342
694.771,0.29902,0.40303
695.211,0.29837,0.40392
695.652,0.29854,0.40427
696.093,0.29915,0.40494
696.534,0.29875,0.40375
696.975,0.29891,0.40501
